|user|item|rating|review
1028|akramhbili|xiaomi redmi 9|10.0|nothing to say for an excellent smartphone for a better value for money
1029|leanderperezmatos|xiaomi redmi 9|9.4|it was good
1030|mikesm256|xiaomi redmi 9|8.2|good pretty and cheap
1031|adrianportocarrerocorrea|xiaomi redmi 9|10.0|recommended 100%
1032|raulata|xiaomi redmi 9|6.9|everything ok but poor quality rear camera
1033|marcomachuca|xiaomi redmi 9|6.0|good phone for the price bad gps gets lost often
1034|holalucas46|xiaomi redmi 9|7.1|pretty good for its price
1035|aliciabanderas693|xiaomi redmi 9|8.5|excellent cell phone
1036|l.gasselin29|xiaomi redmi 9|10.0|excellent
1037|miguel-angel-paez-615708a185c81|xiaomi redmi 9|10.0|very good phone an excellent purchase
1038|crismorris2309|xiaomi redmi 9|10.0|excellent
1039|minhocalouca888|xiaomi redmi 9|9.3|good dms
1040|tavernierdenise62|xiaomi redmi 9|10.0|a very good smartphone nothing to complain about
1041|stainedgato|xiaomi redmi 9|9.3|price quality
1042|enriquealmeidabelles|xiaomi redmi 9|5.3|quite problematic the screen goes black
1043|anthonycedeno544|xiaomi redmi 9|10.0|very good considering its price and features
1044|overonx1|xiaomi redmi 9|8.4|this great quality price i have it 2 weeks ago and it is great
1045|keinerale065|xiaomi redmi 9|8.8|mobile with good features and good price
1046|joseyaelsniper|xiaomi redmi 9|9.0|it is very good for its price
1047|maytevaradero|xiaomi redmi 9|5.0|fastastico what happens to the gyroscope 
1048|javierpalay2002|xiaomi redmi 9|10.0|it is going great
1049|tellezramosbenjamin|xiaomi redmi 9|8.7|totally recommended 
1050|riojaneiro264|xiaomi redmi 9|8.2|best low end phone
1051|stephaniedupont429|xiaomi redmi 9|10.0|very good phone in all uses from gaming to professional
1052|parallaxcr49|xiaomi redmi 9|10.0|it is a very good terminal that fulfills quite well in many sections
1053|carlos.a.franciscob|xiaomi redmi 9|8.9|recommended for the basic
1054|eduberg111|xiaomi redmi 9|9.4|the best mobile in terms of quality price
1055|caho55yt|xiaomi redmi 9|9.4|cool
1056|dudukarp|xiaomi redmi 9|7.0|cool state employee
1057|joeliwack|xiaomi redmi 9|9.5|very good
1058|dami_ai|xiaomi redmi 9|8.4|it is a mid range cell phone at its best
1059|afpve11|xiaomi redmi 9|8.4|a good nice and cheap phone
1060|rzumahan|xiaomi redmi 9|8.1|quite a good budget option
1061|felipenoeisai|xiaomi redmi 9|9.6|beautiful elegant and very comfortable
1062|alesia-vavin-5e8374ac68004|xiaomi redmi 9|7.2|good phone for entry level
1063|Alexiis|xiaomi redmi 9|6.4|very compliant and resistant up to there
1064|vs.smolyanov|xiaomi redmi 9|10.0|i use the bomb for 2 months i can even play mobile gun games
1065|aalo70345|xiaomi redmi 9|9.1|excellent
1066|luis-felipe-6256f927b7364|xiaomi redmi 9|8.8|excellent cell phone i have had it for a month and a half the only bad thing is that i updated it to miui12 and android 11 do not update it people
1067|danilo_stevens|xiaomi redmi 9|7.6|good but for a little more you can buy the note version
1068|hapn65|xiaomi redmi 9|8.8|is good
1069|janerpro555yt|xiaomi redmi 9|9.4|price quality
1070|miguel6473|xiaomi redmi 9|9.0|good purchase option while you are going to have it in games or normal use
1071|aljomaro3|xiaomi redmi 9|10.0|satisfactory
1072|mr.gadget|xiaomi redmi 9|7.9|good equipment at low cost
1073|0860119141.audio|xiaomi redmi 9|10.0|good
1074|fabian___16|xiaomi redmi 9|9.7|good team
1075|nicolasbautista414|xiaomi redmi 9|8.2|a very good device for the price it has
1076|juve.yap|xiaomi redmi 9|9.0|moovil with very good performance
1077|valdezjose|xiaomi redmi 9|8.0|it is a good mobile cheap and pretty
1078|pallovi2020|xiaomi redmi 9|9.2|a phone as we say in my country colombia quality price
1079|david-alejandro-barrientos-bedoya-5fd04f5e2f97b|xiaomi redmi 9|10.0|this mobile is amazing
1080|Jeinder|xiaomi redmi 9|7.0|a good mobile for standard use
1081|alekeymarin50|xiaomi redmi 9|7.5|compliant phone
1082|denisseintriago29|xiaomi redmi 9|9.2|it is one of the best for its price
1083|mijaresronal|xiaomi redmi 9|8.1|excellent unbeatable power price ratio
1084|henriquezrafael233|xiaomi redmi 9|7.6|bad camera app
1085|coelho.alexcpass|xiaomi redmi 9|8.0|the cell phone has a fluid system ok cameras runs games very efficiently and the battery is great
1086|guilleelizondo24|xiaomi redmi 9|7.3|for my use which is not very demanding is good
1087|joaomarcorsth9|xiaomi redmi 9|6.9|mobile for basic use and nothing else
1088|aly26090984|xiaomi redmi 9|7.1|bad in calls i do not hear or listen to me
1089|pedroponce198625|xiaomi redmi 9|7.9|good mobile for its price
1090|andrehclino|xiaomi redmi 9|9.0|excellent value for money
1091|theblacksharktwt123|xiaomi redmi 9|9.2|a fluid cell phone and good for its price
1092|cesarsalamanca483|xiaomi redmi 9|7.6|good performance for its range mediocre camera
1093|vivi-dz-637a8be902a42|xiaomi redmi 9|9.0|for the price very well
1094|ChazeKache|xiaomi redmi 9|7.6|comfortable
1095|dominictlalpexco|xiaomi redmi 9|9.0|recommended for daily use
1096|hectormjfm|xiaomi redmi 9|8.6|well
1097|Lukass|xiaomi redmi 9|10.0|very good smartphone at a reasonable price
1098|olcleon987|xiaomi redmi 9|9.2|very good mobile i love it
1099|urielmario410|xiaomi redmi 9|8.6|the truth for its very good price
1100|nederballoute84|xiaomi redmi 9|7.3|great for the cost benefit the cameras are good the macro excellent only the night in a low light environment leaves something to be desired
1101|enriquepinto20|xiaomi redmi 9|8.6|i have it for 11 months and the truth is a good device
1102|BlackShowif|xiaomi redmi 9|10.0|excellent mobile for its price
1103|bertrandlourdelle8062|xiaomi redmi 9|9.6|very good smartphone has nothing to envy to smartphones over 300 eur
1104|drdanilopb1988|xiaomi redmi 9|6.6|bad bluetooth connection
1105|jesusmadaragame|xiaomi redmi 9|7.5|good quality price
1106|AdolfoT.R|xiaomi redmi 9|8.2|very good device except the brightness
1107|Aslan|xiaomi redmi 9|10.0|battery fire
1108|yamil|xiaomi redmi 9|9.5|good for games
1109|owenaguirre1f|xiaomi redmi 9|7.5|a phone with a good value for money from 2022 for these days of 2022 it continues to fight
1110|rafamunar2|xiaomi redmi 9|7.6|possibly the best current low end if you get it for between 125 and 150 dollars which seems to me a fair price
1111|cesar4quijano5|xiaomi redmi 9|9.1|excellent for its price
1112|augusto-m-ramirez-61f473452128e|xiaomi redmi 9|6.6|meets low end
1113|marvin-5fc7a57d5a9a2|xiaomi redmi 9|9.1|good at a good price
1114|marinomigue4|xiaomi redmi 9|10.0|spectacular
1115|anderclas13|xiaomi redmi 9|8.7|good for what it costs
1116|cesardios01|xiaomi redmi 9|7.8|the quality price  more or less
1117|diegonn|xiaomi redmi 9|5.9|good mobile for basic use but with shortcomings
1118|River225|xiaomi redmi 9|9.0|comfortable
1119|danielfloresleonardo6|xiaomi redmi 9|10.0|good cell phone and so cheap
1120|sterfeson89|xiaomi redmi 9|9.9|a very good cell phone that i bought two years ago and to this day i can still have a good experience with the device
1121|marcosytcra|xiaomi redmi 9|4.9|mmmnh it is ok for the price
1122|roosevelt275|xiaomi redmi 9|9.9|top device very complete and reliable
1123|josue.bs206|xiaomi redmi 9|6.0|it has given me a good performance in heavy games
1124|arjonabeltran27|xiaomi redmi 9|9.3|its processor is of good performance
1125|www.wuilmersky2|xiaomi redmi 9|6.6|good device but there are better
1126|uriel124h|xiaomi redmi 9|8.8|very good
1127|magermedinagonzales11|xiaomi redmi 9|9.8|a mobile with good power for its price but with a very basic camera
1128|lennoxx92|xiaomi redmi 9|7.9|for how cheap it is it brings very good specifications
1129|erison2112003|xiaomi redmi 9|8.0|neither sorrow nor glory
1130|ram_233|xiaomi redmi 9|7.5|good equipment for day to day
1131|blendox|xiaomi redmi 9|7.7|great entry level at a good price
1132|adrianmorapupo9105|xiaomi redmi 9|9.6|in comparison quality price is the best in the market in middle class
1133|maginper49|xiaomi redmi 9|8.1|something basic but functional
1134|piero-steef-crispin-60be9fc2035b0|xiaomi redmi 9|9.1|very good phone for its price
1135|miguelillocuba|xiaomi redmi 9|5.0|the just and the necessary
1136|losbraylim12|xiaomi redmi 9|7.2|very good phone very bad software
1137|carlos62016|xiaomi redmi 9|10.0|it is very nice and cheap
1138|chibisuke-did-63424b2a030fb|xiaomi redmi 9|8.2|it is good for its price range b
1139|javier-b-rojas-620b12d2044e4|xiaomi redmi 9|9.0|excellent cell phone quality price
1140|Junior666|xiaomi redmi 9|8.5|excellent phone for the price
1141|jesusadrian545|xiaomi redmi 9|10.0|excellent buy
1142|beaucampsleo68|xiaomi redmi 9|8.1|super mobile for the price
1143|ronald.2005.ramos|xiaomi redmi 9|3.9|it is good but you cannot ask for much
1144|jaimetesofio|xiaomi redmi 9|9.7|a great phone quite complete and balanced for the price
1145|y0ucef0j|xiaomi redmi 9|7.1|good practice cheap
1146|moralesdeloyapablolevi2005|xiaomi redmi 9|7.6|it is a good phone considering its price but if i would ask for a bit of optimization in miui
1147|dogedogman2000|xiaomi redmi 9|8.0|do not buy the 3/32 version better the 4/64
1148|JOSS_STG|xiaomi redmi 9|8.4|good pretty and cheap
1149|noel-moa-nery-5fcd773d28f59|xiaomi redmi 9|9.1|well
1150|richardcamilobm2|xiaomi redmi 9|10.0|very good
1151|osmeidymillan|xiaomi redmi 9|9.2|better than i expected
1152|fredbel13008|xiaomi redmi 9|4.1|is not up to the task
1153|benjapinedadelpapa|xiaomi redmi 9|9.0|excellent telephone
1154|niustecno|xiaomi redmi 9|9.4|i bought this cell phone almost 3 months ago
1155|ignaciocolmegna06|xiaomi redmi 9|8.0|the operating system makes it slow
1156|toro12456y|xiaomi redmi 9|7.4|it is a good mobile the bad thing would be that i cannot find a way to transfer apps to the sd card
1157|asdrubalfreites96|xiaomi redmi 9|8.9|excellent mobile good quality price
1158|llille|xiaomi redmi 9|10.0|excellent
1159|SamuelBenitez|xiaomi redmi 9|9.8|telephone with excellent quality price ratio
1160|ac3785272|xiaomi redmi 9|10.0|i performed very well
1161|walidcen|xiaomi redmi 9|9.2|good
1162|10909033|xiaomi redmi note 10s|1.7|like it but kimovil's website information is wrong cmos is gw3 not ov64b
1163|bvb-sohaib-630f00819b6ff|xiaomi redmi note 10s|7.5|the phone is good but it was can be very better than that
1164|gerag|xiaomi redmi note 10s|8.3|good
1165|raimiic|xiaomi redmi note 10s|8.5|light body with normal overall speed
1166|adnan-rotic-619ae96972215|xiaomi redmi note 10s|9.7|very good phone for this price
1167|adorotic00|xiaomi redmi note 10s|10.0|one of the best buys
1168|elcabisti|xiaomi redmi note 10s|9.6|wonderful experience i never felt in love in device with a smartphone like that everything is wonderful
1169|putralg7|xiaomi redmi note 10s|10.0|the best phone on the price point
1170|aspromavros|xiaomi redmi note 10s|8.5|its perfect
1171|davidp|xiaomi redmi note 10s|10.0|good screen battery and power for day to day
1172|michael-aguilera-62c12416b668d|xiaomi redmi note 10s|9.0|price quality
1173|raquelortegagil|xiaomi redmi note 10s|10.0|i did not want it i hated having it for the first 3 days
1174|mr.gadget|xiaomi redmi note 10s|8.8|very good team for the price
1175|juanfranciscovidalmardones|xiaomi redmi note 10s|9.1|excellent
1176|jimmysaavedra306|xiaomi redmi note 10s|9.7|display and power
1177|ontari98|xiaomi redmi note 10s|10.0|mobile with very good features and good hardware and excellent software
1178|artper2209|xiaomi redmi note 10s|9.8|phone is convenient
1179|pedro288toledo|xiaomi redmi note 10s|3.4|it must be perfect but it is flawed
1180|l.gasselin29|xiaomi redmi note 10s|10.0|excellent
1181|sruan321|xiaomi redmi note 10s|10.0|best performance great cost
1182|ernestogh94|xiaomi redmi note 10s|9.6|so far i am more than happy very satisfied with the purchase i come from a redmi note 8 and the change is noticeable
1183|arturbond397|xiaomi redmi note 10s|9.4|very cool phone
1184|frank-l-perez-ramirez-5f14430fd5396|xiaomi redmi note 10s|10.0|excellent mid range pure gaming performance
1185|pablo-gavi-631f782cb9ac0|xiaomi redmi note 10s|9.2|it has been very good in my first week of use
1186|jeanprinci23|xiaomi redmi note 10s|9.7|the best in mid range
1187|FilipeAlmeida|xiaomi redmi note 10s|9.0|great device at a price to match
1188|valdezjose|xiaomi redmi note 10s|9.2|good screen and good performance
1189|NotSam|xiaomi redmi note 10s|8.0|it is good but it lacks some details
1190|juandiegobenitesvargas15|xiaomi redmi note 10s|10.0|the truth is a good device i am already going with it for 3 months and it is like the first time
1191|Blxsssss|xiaomi redmi note 10s|8.5|do not update to miui 13
1192|contrerasmasquiaranalvaro|xiaomi redmi note 10s|9.0|very good phone for daily use and good gaming performance
1193|ivanovanton781|xiaomi redmi note 10s|10.0|almost a flagship 
1194|alejandro.marrrero|xiaomi redmi note 10s|6.6|good performance terrible cameras
1195|pupokaivasay|xiaomi redmi note 10s|8.2|not bad but aged and moved away from his line 
1196|mileidyalmonacid02|xiaomi redmi note 10s|8.9|excellent team
1197|osvaldomatosnunes|xiaomi redmi note 10s|8.8|good phone
1198|jhernandezv088|xiaomi redmi note 10s|10.0|excellent
1199|vadimka.zharikov55|xiaomi redmi note 10s|9.0|cool mid budget smartphone
1200|naouaroussama2009|xiaomi redmi note 10s|9.0|a very good phone for games photos and everyday use
1201|radeckijura|xiaomi redmi note 10s|2.2|the screen did not survive a fall on asphalt from a height of just over half a meter and the price of the module is space
1202|cjlf.02|xiaomi redmi note 10s|10.0|spectacular
1203|crisbrak.8|xiaomi redmi note 10s|9.6|good team
1204|XiaomiLover10s|xiaomi redmi note 10s|8.0|it is a great device
1205|fordcrisdai941|xiaomi redmi note 10s|8.8|it is an extremely interesting mobile which has very good features such as its amoled screen and its daily performance
1206|hamzabaha17|xiaomi redmi note 10s|8.4|very good phone
1207|LikeThisSheep|xiaomi redmi note 10s|9.0|good for its price
1208|gawronj78|xiaomi redmi note 10s|6.3|i do not recommend it for longer
1209|obikenobilm10|xiaomi redmi note 10s|7.8|very good smartphone especially at this price i recommend if you want to buy a smartphone for less than 300 
1210|kostychev|xiaomi redmi note 10s|6.0|for games music but not for talking
1211|albertohero89|xiaomi redmi note 10s|8.4|for less than 200 it is worth it
1212|luis-flores-63a9cc7976ba0|xiaomi redmi note 10s|8.0|to play and applications well lousy camera
1213|pacokrak111|xiaomi redmi note 10s|9.6|super recommended the truth is the best mid range phone
1214|2cmendozaronny|xiaomi redmi note 10s|9.2|the best over its price range 200 
1215|fredalberth1771|xiaomi redmi note 10s|8.6|it seems to me a good nice and cheap mobile the amoled screen would be its greatest strength for multimedia content it helps the battery
1216|0712dustincontreras0712|xiaomi redmi note 10s|9.5|good pretty and cheap
1217|alvaradojulian931|xiaomi redmi note 10s|7.6|it is a very good and cheap mobile
1218|fredy14arriet|xiaomi redmi note 10s|8.0|it seems to me a good mobile although it has some small flaws
1219|wintyyplug|xiaomi redmi note 10s|7.9|this phone is good for constant use only of social networks in games the result is not very good
1220|flautamania|xiaomi redmi note 10s|1.2|i had a thousand problems with this phone
1221|zaiko.retrokaito|xiaomi redmi note 10s|8.8|the phone is good for normal use but for video games it is not very good
1222|TheGamer|xiaomi redmi note 10s|8.5|very good for the price
1223|dimkoudoum|xiaomi redmi note 10s|8.6|amazing mobile very fast does not get stuck and charges very fast
1224|15nata27|xiaomi redmi note 10s|9.1|a good device for everyday life photos watching videos and games
1225|arnfalgue|xiaomi redmi note 10s|9.1|solve and it is not that i am complaining
1226|jaguen26|xiaomi redmi note 10s|8.6|excellent equipment but it gets very hot
